"title","url","maker","type","year","km","price" 
"HOT DEAL!! JEEP GRAND CHEROKEE .WARRANTY 2/20...","https://dubai.dubizzle.com/motors/used-cars/jeep/grand-cherokee/2018/9/30/hot-deal-jeep-grand-cherokee-warranty-11-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI5&pos=752","Jeep","Grand Cherokee","2014","130,000","70000"
"AUDI TT 2008 V6 3.2 GCC LADY DRIVEN FULL OPTI...","https://dubai.dubizzle.com/motors/used-cars/audi/tt/2019/1/26/audi-tt-2008-v6-32-gcc-lady-driven-full-op-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI5&pos=753","Audi","TT","2008","160,000","29500"
"2013 MINI COOPER S ALL4  COUNTRYMAN  GCC TOP ...","https://dubai.dubizzle.com/motors/used-cars/mini/countryman/2018/11/30/2013-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=755","MINI","Countryman","2013","103,000","51000"
"Chevrolet Avalanche Z71 2009 GCC","https://dubai.dubizzle.com/motors/used-cars/chevrolet/avalanche/2018/12/27/chevrolet-avalanche-z71-2009-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=756","Chevrolet","Avalanche","2009","255,000","38500"
"Land Rover LR4 2011 GCC","https://dubai.dubizzle.com/motors/used-cars/land-rover/lr4/2019/1/3/land-rover-lr4-2011-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=757","Land Rover","LR4","2011","139,000","50000"
"Toyota camry  Grand 2018 under warranty sport...","https://dubai.dubizzle.com/motors/used-cars/toyota/camry/2019/1/12/toyota-camry-grand-2018-under-warranty-spo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=758","Toyota","Camry","2018","38,000","105000"
"Under Agency Warranty! Jeep Cherokee 4X4 LONG...","https://dubai.dubizzle.com/motors/used-cars/jeep/cherokee/2018/12/24/under-agency-warranty-jeep-cherokee-4x4-lo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=759","Jeep","Cherokee","2016","40,000","79000"
"2009 207CC LOW KM CONVERTIBLE CLEAN CAR IN VE...","https://dubai.dubizzle.com/motors/used-cars/nissan/tiida/2019/1/17/2008-nissan-tida-rta-pass-in-very-good-con-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=760","Nissan","Tiida","2009","80,000","9900"
"ONLY 577 X 60 MONTH EXCELLENT CONDITION UNLIM...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2018/12/10/only-620-x-60-month-excellent-condition-un-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=761","Nissan","Altima","2015","68,000","39950"
"GCC.LOW MILEAGE 35000KM.MINI Cooper S Country...","https://dubai.dubizzle.com/motors/used-cars/mini/mini-coupe/2019/1/7/gcclow-mileage-35000kmmini-cooper-s-countr-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=762","MINI","Coupe","2011","35,000","45000"
"لكزس is300 f sports موديل 2016 رقم 1","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2019/1/23/%D9%84%D9%83%D8%B2%D8%B3-is300-f-sports-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2016-%D8%B1%D9%82%D9%85-1-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=763","Lexus","IS-Series","2016","80,000","73000"
"MERCEDEC BENZ S 500 GCC 2015 FULL OPTION","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/12/13/mercedec-benz-s-500-gcc-2015-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=764","Mercedes-Benz","S-Class","2015","79,000","229000"
"Camaro RS - Full Option V6","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/17/camaro-rs-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=765","Chevrolet","Camaro","2012","115,000","35000"
"!!!2015  Mercedes Benz C300!!!","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/10/7/-2016-blue-mercedes-benz-c300--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=766","Mercedes-Benz","C-Class","2015","60,000","78000"
"Philipino Family owned 4x4  5 seats in a mint...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/outlander/2019/1/19/philipino-family-owned-4x4-5-seats-in-a-mi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=767","Mitsubishi","Outlander","2013","150,000","25500"
"2012 VW Scirocco under extended Warranty","https://dubai.dubizzle.com/motors/used-cars/volkswagen/scirocco/2019/1/23/2012-vw-scirocco-under-extended-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=768","Volkswagen","Scirocco","2012","58,000","52000"
"Audi A4 well maintained family car 3.2 low mi...","https://dubai.dubizzle.com/motors/used-cars/audi/a4/2018/8/5/audi-a4-well-maintained-family-car-32-low--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=769","Audi","A4","2009","132,000","22000"
"PORSCHE CAYENNE /GCC/0%DOWNPAYMENT/WARRANTY 1...","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2018/10/31/porsche-cayenne-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=770","Porsche","Cayenne","2011","144,000","75000"
"!!2013 MERCEDES BENZ GLK350 PANAROMA,CAMERA F...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glk/2018/11/22/-2013-mercedes-benz-glk350-going-cheap--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=771","Mercedes-Benz","GLK-Class","2013","78,000","60000"
"Amazing  Exclusive C200 CGI AMG// GCC//New Sh...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/17/amazing-amp-exclusive-c200-cgi-amg-gcclow--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=772","Mercedes-Benz","C-Class","2013","159,000","46000"
"Lexus ES350 Titanium - GCC - Original Paint","https://dubai.dubizzle.com/motors/used-cars/lexus/es-series/2019/1/23/lexus-es350-titanium-gcc-original-paint-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=773","Lexus","ES-Series","2013","74,663","74500"
"Nissan Altima 2016,GCC Specs,Remote Start MID...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2018/12/12/altima-2016-gcc-specs-remote-start-mid-opt-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=774","Nissan","Altima","2016","75,000","39500"
"WRax STI For Sale 2015 (excellent Condition)","https://dubai.dubizzle.com/motors/used-cars/subaru/wrx/2019/1/23/wrax-sti-for-sale-2015-excellent-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=775","Subaru","WRX","2015","33,000","73000"
"Guaranteed Perfect Condition - UAE Origin - F...","https://dubai.dubizzle.com/motors/used-cars/ford/explorer/2018/2/4/ford-explorer-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=776","Ford","Explorer","2015","72,800","87000"
"Mercedes SLK200 2016 Agency Warranty Full Ser...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/slk-class/2018/12/25/mercedes-slk200-2016-agency-warranty-full--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=777","Mercedes-Benz","SLK-Class","2016","59,000","107000"
"Porsche Cayenne S 2013 Full Service History 1...","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2018/12/25/porsche-cayenne-s-2013-full-service-histor-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=778","Porsche","Cayenne","2013","124,000","109000"
"Guaranteed Perfect Condition - UAE Origin - J...","https://dubai.dubizzle.com/motors/used-cars/jeep/cherokee/2018/9/19/jeep-cherokee-2016-1237-per-month-agency-w-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMw&pos=779","Jeep","Cherokee","2016","51,000","74000"
"MITSUBISHI PAJERO GLS 2016 1128 PER MONTH AGE...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2018/11/4/mitsubishi-pajero-gls-2016-1190-per-month--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=781","Mitsubishi","Pajero","2016","46,000","72000"
"Guaranteed Perfect Condition - UAE Origin - B...","https://dubai.dubizzle.com/motors/used-cars/bmw/x5/2018/12/2/guaranteed-perfect-condition-uae-origin-bm-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=782","BMW","X5","2016","45,000","205000"
"Nissan Patrol SE 2015 Full Service History","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/12/25/nissan-patrol-se-2015-full-service-history-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=783","Nissan","Patrol","2015","88,000","112000"
"TOYOTA LAND CRUISER GXR 2017 AGENCY WARRANTY ...","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2018/10/23/toyota-land-cruiser-gxr-2017-agency-warran-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=784","Toyota","Land Cruiser","2017","54,000","199000"
"MERCEDES C200 2017 2083 PER MONTH AGENCY WARR...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/11/17/mercedes-c200-2017-2083-per-month-agency-w-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=785","Mercedes-Benz","C-Class","2017","58,000","133000"
"Guaranteed Perfect Condition - UAE Origin - N...","https://dubai.dubizzle.com/motors/used-cars/nissan/murano/2018/8/4/nissan-murano-2015-1081-per-month-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=786","Nissan","Murano","2015","61,000","59000"
"Honda Accord Coupe, Warranty, Full Option, Se...","https://dubai.dubizzle.com/motors/used-cars/honda/accord/2018/10/24/amazing-honda-accord-coupe-warranty-servic-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=787","Honda","Accord","2011","123,388","32500"
"Audi A5, S-Line Quattro, Extended Warranty, F...","https://dubai.dubizzle.com/motors/used-cars/audi/a5/2018/12/7/stunning-audi-a5-sportsback-s-line-quattro-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=788","Audi","A5","2013","91,066","62000"
"2010 Audi TT S-Line Quattro, Full History, GC...","https://dubai.dubizzle.com/motors/used-cars/audi/tt/2019/1/7/2010-audi-tt-s-line-quattro-service-histor-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=789","Audi","TT","2010","126,365","39000"
"Infiniti Q70 3.7L V6, Agency Warranty and His...","https://dubai.dubizzle.com/motors/used-cars/infiniti/q70/2018/10/2/infiniti-q70-37l-v6-full-service-history-w-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=790","Infiniti","Q70","2014","93,076","60000"
"2015 BMW 420i Coupe, Warranty, Full History, ...","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2018/12/24/2015-bmw-420i-coupe-warranty-full-history--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=791","BMW","4-Series","2015","115,912","82000"
"2017 Ford Focus 1.5TC, Warranty+Service Contr...","https://dubai.dubizzle.com/motors/used-cars/ford/focus/2018/11/1/ford-focus-15tc-service-contract-warranty--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=792","Ford","Focus","2017","31,451","45000"
"Lamborghini Aventador LP 700-4 Roadster, 2015...","https://dubai.dubizzle.com/motors/used-cars/lamborghini/aventador/2019/1/10/lamborghini-aventador-lp-700-4-2015-13-000-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=793","Lamborghini","Aventador","2015","13,000","1075000"
"Rolls Royce Wraith, 2016, 25000KMs Only, Deal...","https://dubai.dubizzle.com/motors/used-cars/rolls-royce/wraith/2018/10/30/rolls-royce-wraith-2016-22000kms-only-deal-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=794","Rolls Royce","Wraith","2016","25,000","699000"
"EXCELLENT POWER PAY 700X60 MONTH{BUY NOW PAY ...","https://dubai.dubizzle.com/motors/used-cars/nissan/xterra/2018/9/19/excellent-power-pay-783-x60-month-buy-now--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=795","Nissan","Xterra","2014","118,000","47000"
"URGENT!!! HYUNDAI VELOSTER CLEAN  LOW MILEAGE...","https://dubai.dubizzle.com/motors/used-cars/hyundai/veloster/2018/3/24/urgent-hyundai-veloster-clean-low-mileage--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=796","Hyundai","Veloster","2016","50,000","30777"
"DODGE NITRO 2011 SXT,MID OPTION,WELL MAINTAIN...","https://dubai.dubizzle.com/motors/used-cars/dodge/nitro/2018/11/25/dodge-nitro-2011-sxt-mid-option-well-maint-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=797","Dodge","Nitro","2011","155,000","22000"
"HIGHEST RANGE BMW 325i !! COUPE !!  500% PAIN...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2018/9/10/325-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=798","BMW","3-Series","2012","96,000","48000"
"Lamborghini Aventador SV LP750-4","https://dubai.dubizzle.com/motors/used-cars/lamborghini/aventador/2018/11/21/lamborghini-aventador-sv-lp750-4-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=799","Lamborghini","Aventador","2016","800","1450000"
"Mint Condition! 2017 GMC Sierra Z71 (FSH  War...","https://dubai.dubizzle.com/motors/used-cars/gmc/sierra/2019/1/19/mint-condition-2017-gmc-sierra-z71-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=800","GMC","Sierra","2017","46,000","110000"
"Spectacular! 2012 Ferrari 458 Italia","https://dubai.dubizzle.com/motors/used-cars/ferrari/458-italia/2019/1/20/spectacular-2012-ferrari-458-italia-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=801","Ferrari","458 Italia","2012","39,000","450000"
"Flaming Red! 2015 Mclaren 650S Spider with FS...","https://dubai.dubizzle.com/motors/used-cars/mclaren/650s/2018/12/25/flaming-red-2015-mclaren-650s-spider-with--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=802","McLaren","650S","2015","23,000","445000"
"Amazing! 2014 Porsche Cayenne GTS","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2019/1/15/amazing-2014-porsche-cayenne-gts-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=803","Porsche","Cayenne","2014","125,000","125000"
"Jeep Wrangler","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2019/1/17/used-car-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=804","Jeep","Wrangler","2007","142,000","27000"
"|","https://dubai.dubizzle.com/motors/used-cars/volkswagen/tiguan/2019/1/17/vw-tiguan-20-tsi-full-service-history-unde-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMx&pos=805","Volkswagen","Tiguan","2015","142,000","42000"
"2015 GCC 520i for urgent sell","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/26/2015-gcc-520i-for-urgent-sell-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=807","BMW","5-Series","2015","140,000","74999"
"SUPER CLEAN FERRARI CALIFORNIA WITH ORIGINAL ...","https://dubai.dubizzle.com/motors/used-cars/ferrari/california/2018/12/23/super-clean-ferrari-california-with-origin-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=808","Ferrari","California","2014","91,000","299000"
"Mercedes Benz G 63-2016 addition /GCC Specs /...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2018/12/13/mercedes-benz-g-63-2016-addition-gcc-specs-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=809","Mercedes-Benz","G-Class","2016","119,000","289000"
"G 500/GCC specs /2019 Zero KM/ With contract ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2018/12/12/g-500gcc-specs-2019-zero-km-with-contract--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=810","Mercedes-Benz","G-Class","2019","0","670000"
"(( 0 KM )) BMW 530i - 2018 WARRANTY TILL 2020...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2018/11/13/-0-km-bmw-530i-2018-%D9%84%D9%84%D8%AA%D8%B5%D8%AF%D9%8A%D8%B1-%D9%81%D9%82%D8%B7-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=811","BMW","5-Series","2018","0","210000"
"Brand New BMW 530i - 2018 WARRANTY TILL 2020/...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2018/12/18/brand-new-bmw-530i-2018-warranty-till-2020-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=812","BMW","5-Series","2018","0","210000"
"Jeep Wrangler 2005","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2018/11/28/jeep-wrangler-2005-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=813","Jeep","Wrangler","2005","98,000","24000"
"Range Sport SuperCharge V8 - Autobiography","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2018/12/12/range-sport-supercharge-v8-autobiography-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=814","Land Rover","Range Rover Sport","2014","134,000","215000"
"Sell your non working or scrap car for cash","https://dubai.dubizzle.com/motors/used-cars/jeep/compass/2018/11/27/jeep-compass-extremely-clean-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=815","Jeep","Compass","2006","190,000","5000"
"Mitsubishi Lancer EX single owner great condi...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/lancer/2019/1/24/mitsubishi-lancer-ex-single-owner-great-co-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=816","Mitsubishi","Lancer","2013","230,000","15800"
"Porsche 911 Turbo S- GCC -Warranty -Investmen...","https://dubai.dubizzle.com/motors/used-cars/porsche/carrera/2018/12/20/porsche-911-turbo-s-gcc-warranty-investmen-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=817","Porsche","Carrera / 911","2012","50,000","295000"
"Chevrolet Traverse  .. 2014 .. perfect condit...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/traverse/2019/1/2/chevrolet-travelers-2014-perfect-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=818","Chevrolet","Traverse","2014","153,000","34000"
"2018 Ford Mustang GT Premium 5.0 GCC, 0km w/ ...","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2018/9/2/2018-ford-mustang-gt-premium-50l-v8-gcc-0k-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=819","Ford","Mustang","2018","0","203999"
"Range Rover Sport SVR Black 2016","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2018/9/24/range-rover-sport-svr-black-2016-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=820","Land Rover","Range Rover Sport","2016","58,000","295000"
"TOYOTA TUNDRA ARES (ITALY) DESIGN","https://dubai.dubizzle.com/motors/used-cars/toyota/tundra/2018/11/15/toyota-tundra-ares-italy-design-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=821","Toyota","Tundra","2015","2,500","355000"
"Mercedes S63 2015 - Gargash Warranty and Full...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/9/9/mercedes-s63-2016-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=822","Mercedes-Benz","S-Class","2015","73,000","345000"
"BENTLEY CONTINENTAL GT 2014 MODEL V8 GCC","https://dubai.dubizzle.com/motors/used-cars/bentley/continental-gt/2018/7/1/bentley-continental-gt-2014-model-v8-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=823","Bentley","Continental GT","2014","27,600","320000"
"Audi S8 Gulf Spec 2016 - Low Mileage Full Opt...","https://dubai.dubizzle.com/motors/used-cars/audi/s8/2019/1/3/audi-s8-gulf-spec-2016-low-mileage-full-op-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=824","Audi","S8","2016","25,000","265000"
"VW PASSAT 2013 GCC Top Specs Fully Agency Mai...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/passat/2019/1/16/vw-passat-2013-gcc-top-specs-fully-agency--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=825","Volkswagen","Passat","2013","129,000","31500"
"2017 TOYOTA LAND CRUISER GXR V8 4.6 GCC","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2018/10/10/2017-toyota-land-cruiser-gxr-v8-46-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=826","Toyota","Land Cruiser","2017","65,000","199000"
"2016 Mercedes-Benz S-Class Maybach Gcc","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2019/1/20/2016-mercedes-benz-s-class-maybach-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=827","Mercedes-Benz","S-Class","2016","55,000","479000"
"Lexus RC  , perfect condition","https://dubai.dubizzle.com/motors/used-cars/lexus/rc/2019/1/23/lexus-rc-200t-perfect-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=828","Lexus","RC","2016","80,000","88000"
"Nissan patrol LE V8 Platinum 7 Years Delar Wa...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/10/10/nissan-patrol-le-v8-platinum-gcc-3years-lo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=829","Nissan","Patrol","2018","0","249999"
"Nissan sunny 2016 GCC 57000km 1st owner mid o...","https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2018/7/18/nissan-sunny-2015-gcc-1st-owner-mid-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=830","Nissan","Sunny","2016","57,000","21900"
"Toyota Yaris 2016 GCC 52000km only","https://dubai.dubizzle.com/motors/used-cars/toyota/yaris/2018/11/25/toyota-yaris-2016-gcc-52000km-only-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMy&pos=831","Toyota","Yaris","2016","52,000","29900"
"Gorgeous MiNi Cooper - Agency Service History...","https://dubai.dubizzle.com/motors/used-cars/mini/cooper/2019/1/11/gorgeous-mini-cooper-agency-service-histor-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=833","MINI","Cooper","2012","80,000","38000"
"Ford Edge Sport - GCC Specs / Al Tayyer Motor...","https://dubai.dubizzle.com/motors/used-cars/ford/edge/2019/1/11/ford-edge-sport-gcc-specs-al-tayyer-motors-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=834","Ford","Edge","2013","97,000","49000"
"Toyota Hlux 2018 AT","https://dubai.dubizzle.com/motors/used-cars/toyota/hilux/2019/1/17/toyota-hlux-2018-at-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=835","Toyota","Hilux","2018","100","112000"
"GCC BMW X5 M -2012 -AGMC FULL SERVICE - ZERO ...","https://dubai.dubizzle.com/motors/used-cars/bmw/x5/2018/9/25/gcc-bmw-x5-m-2012-black-zero-down-payment--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=836","BMW","X5","2012","132,000","77000"
"MERCEDES-BENZ E320 -2015 - GCC - ZERO DOWN PA...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2018/11/19/mercedes-benz-e320-2015-gcc-zero-down-paym-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=837","Mercedes-Benz","E-Class","2015","79,798","94000"
"NISSAN PATROL SE PLATINUM -2014 - GCC - ZERO ...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/12/4/nissan-patrol-le-platinum-2014-gcc-zero-do-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=838","Nissan","Patrol","2014","178,320","124500"
"NISSAN PATROL LE -2016 - GCC - ZERO DOWN PAYM...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/5/nissan-patrol-le-2016-gcc-zero-down-paymen-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=839","Nissan","Patrol","2016","47,255","178000"
"GCC VOLKSWAGEN BEETLE -2016 - ZERO DOWN PAYME...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/beetle/2018/9/29/gcc-volkswagen-beetle-2016-zero-down-payme-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=840","Volkswagen","Beetle","2016","112,167","54500"
"MERCEDES ML 500 -2013 - GCC - ZERO DOWN PAYME...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/m-class/2018/12/15/mercedes-ml-500-2013-gcc-zero-down-payment-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=841","Mercedes-Benz","M-Class","2013","126,130","94500"
"Wraith","https://dubai.dubizzle.com/motors/used-cars/rolls-royce/wraith/2019/1/20/wraith-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=842","Rolls Royce","Wraith","2014","55,000","600000"
"Mercedes-Benz G 63 AMG CARBON FIBER**2019** G...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/8/mercedes-benz-g-63-amg-carbon-fiber-2019-g-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=843","Mercedes-Benz","G-Class","2019","0","870000"
"Mercedes-Benz G 63 AMG**2019** Brand New Gcc ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/2/mercedes-benz-g-63-amg-2019-brand-new-gcc--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDMz&pos=844","Mercedes-Benz","G-Class","2019","0","870000"
