"title","url","maker","type","year","km","price" 
"Nissan Maxima SR GCC beige interior (2016)","https://dubai.dubizzle.com/motors/used-cars/nissan/maxima/2019/1/24/nissan-maxima-sr-gcc-beige-interior-2016--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=305","Nissan","Maxima","2016","98,000","79000"
"2009 Ferrari F430 -GCC Specs -Carbon Fiber Pa...","https://dubai.dubizzle.com/motors/used-cars/ferrari/f430/2019/1/24/2009-ferrari-f430-gcc-specs-carbon-fiber-p-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=306","Ferrari","F430","2009","45,000","239000"
"STUNNING VOLKSWAGEN GTI CLUB SPORT // GCC // ...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/gti/2019/1/27/stunning-gti-sport-clup-radar-panoramic-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=307","Volkswagen","GTI","2017","60,000","99000"
"2018 Porsche cayman 718s","https://dubai.dubizzle.com/motors/used-cars/porsche/cayman/2019/1/21/2018-porsche-cayman-718s-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=308","Porsche","Cayman","2018","6,000","265000"
"2015 NISSAN ALTIMA 2.5 GCC WITH SERVICE HISTO...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2019/1/25/2015-nissan-altima-25-gcc-with-service-his-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=309","Nissan","Altima","2015","118,000","29000"
"2017 VIP Mercedes V250 Designo - Avant-garde","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/viano/2019/1/15/2017-vip-mercedes-v250-designo-avant-garde-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=310","Mercedes-Benz","Viano","2017","55,000","249000"
"Ford F-250 2010 GCC Specs Top Clean Condition","https://dubai.dubizzle.com/motors/used-cars/ford/van/2019/1/26/ford-f-250-2010-gcc-specs-top-clean-condit-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEy&pos=311","Ford","Van","2010","197,000","27000"
"Must Sell-Like New","https://dubai.dubizzle.com/motors/used-cars/peugeot/301/2019/1/21/must-sell-like-new-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=313","Peugeot","301","2016","21,000","19750"
"Jeyarich J","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2019/1/18/jeyarich-j-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=314","Nissan","Altima","2014","81,990","25000"
"Porsche Cayman S 2014 GCC – Fully loaded/Low ...","https://dubai.dubizzle.com/motors/used-cars/porsche/cayman/2019/1/27/porsche-cayman-s-2014-gcc-fully-loadedlow--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=315","Porsche","Cayman","2014","44,740","144500"
"MERCEDES E300, 2012 GCC FULL OPTION","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2019/1/21/mercedes-e300-2012-gcc-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=316","Mercedes-Benz","E-Class","2012","170,000","65000"
"QX70, 2014, GCC, very clean","https://dubai.dubizzle.com/motors/used-cars/infiniti/qx70/2018/12/27/qx70-2014-gcc-very-clean-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=317","Infiniti","QX70","2014","109,000","72000"
"Land Cruiser 2013, GXR (V8), Full Options, Fu...","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2018/12/28/land-cruiser-2013-gxr-v8-full-options-full-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=318","Toyota","Land Cruiser","2013","71,000","129000"
"Toyota Land Cruiser VX 4.5L DIESEL 2018MY for...","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2018/9/10/toyota-land-cruiser-vx-45l-diesel-2018my-f-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=319","Toyota","Land Cruiser","2018","0","234600"
"EXTREMELY CLEAN V6 PREMIUM LUXURY JAGUAR XF T...","https://dubai.dubizzle.com/motors/used-cars/jaguar/xf/2018/12/31/extremely-clean-v6-jaguar-xf-premium-luxur-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=320","Jaguar","XF","2013","75,000","60000"
"( SAVE AED 10,000 ) ( 2018 ) ( 0 K.M ) GCC FI...","https://dubai.dubizzle.com/motors/used-cars/fiat/fiat-500/2019/1/25/bes-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=321","Fiat","Fiat-500","2018","111","55000"
"2015 CHEVROLET IMPALA LS 3.6L V6 GCC ALL SERV...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/impala/2019/1/17/2015-chevrolet-impala-ls-36l-v6-gcc-all-se-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=322","Chevrolet","Impala","2015","90,000","47000"
"2019 Mercedes-Benz GLC 300 Coupe 4Matic, 2.0 ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2019/1/21/2019-mercedes-benz-glc-300-amg-20l-i4-turb-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=323","Mercedes-Benz","GLC","2019","0","249999"
"GORGEOUS 2010 - LOW MILES - V8! AUDI S5/RS5 F...","https://dubai.dubizzle.com/motors/used-cars/audi/s5rs5/2019/1/21/gorgeous-2010-low-miles-v8-audi-s5rs5-for--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=324","Audi","S5/RS5","2010","101,703","65000"
"LOW MILEAGE 19000KM..ALMOST BRAND NEW CAR.UND...","https://dubai.dubizzle.com/motors/used-cars/mazda/cx-9/2018/11/18/low-mileage-19000kmalmost-brand-new-carund-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=325","Mazda","CX-9","2013","19,000","57000"
"Mercedes Banz GLC 300","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2019/1/18/mercedes-banz-glc-300-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=326","Mercedes-Benz","GLC","2018","10,000","140000"
"Suzuki Kizashi","https://dubai.dubizzle.com/motors/used-cars/suzuki/kizashi/2019/1/24/suzuki-kizashi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=327","Suzuki","Kizashi","2016","29,000","55000"
"SUBARU WRX - STI,2013 MODEL,FULL OPTION,MANUA...","https://dubai.dubizzle.com/motors/used-cars/subaru/wrx/2018/12/16/subaru-wrx-sti-2013-model-full-option-manu-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=328","Subaru","WRX","2013","72,000","69000"
"FORD FOCUS RS,2016 MODEL,SHOWROOM CONDITION,E...","https://dubai.dubizzle.com/motors/used-cars/ford/focus/2018/6/23/ford-focus-rs-2016-model-showroom-conditio-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=329","Ford","Focus","2016","30,000","125000"
"718 Cayman S","https://dubai.dubizzle.com/motors/used-cars/porsche/cayman/2018/12/29/caymen-s-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=330","Porsche","Cayman","2017","66,000","207000"
"FJ Cruiser 2015 in Perfect Condition","https://dubai.dubizzle.com/motors/used-cars/toyota/fj-cruiser/2019/1/7/fj-cruiser-2015-in-perfect-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=331","Toyota","FJ Cruiser","2015","59,300","78000"
"KIA RIO (2017) AlMOST NEW","https://dubai.dubizzle.com/motors/used-cars/kia/rio/2018/11/30/-2-gcc-kia-rio-2017-zero-accident-single-o-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=332","Kia","Rio","2017","48,500","32500"
"LEXUS LX 570 S 2014 FULL SERVICE HISTORY AL F...","https://dubai.dubizzle.com/motors/used-cars/lexus/lx-series/2019/1/24/lexus-lx-570-s-2015-full-service-history-a-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=333","Lexus","LX-Series","2014","74,000","185500"
"2004 audi s4 MANUAL GEAR sporty with powerful...","https://dubai.dubizzle.com/motors/used-cars/audi/s4rs4/2019/1/27/2005-audi-s4-manual-gear-sporty-with-power-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=334","Audi","S4/RS4","2004","145,000","6900"
"Mitsubishi pajaro 3.5L 2012 GCC Original pain...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2018/10/27/mitsubishi-pajaro-35l-2012-gcc-original-pa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=335","Mitsubishi","Pajero","2012","137,000","35500"
"Kia Cerato Full Option Turbo","https://dubai.dubizzle.com/motors/used-cars/kia/cerato/2019/1/18/kia-cerato-full-option-turbo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=336","Kia","Cerato","2015","75,000","35000"
"عود ميثاء","https://dubai.dubizzle.com/motors/used-cars/bentley/continental/2019/1/27/%D8%B9%D9%88%D8%AF-%D9%85%D9%8A%D8%AB%D8%A7%D8%A1-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDEz&pos=337","Bentley","Continental","2015","5,970","500000"
"2014 Nissan Pathfinder SV - Agency Maintained...","https://dubai.dubizzle.com/motors/used-cars/nissan/pathfinder/2019/1/27/2014-nissan-pathfinder-sv-agency-maintaine-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=339","Nissan","Pathfinder","2014","61,500","66000"
"KIA SPORTAGE.GCC SPECIFICATION..UNDER WARRANT...","https://dubai.dubizzle.com/motors/used-cars/kia/sportage/2018/11/28/kia-sportagegcc-specificationunder-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=340","Kia","Sportage","2012","130,000","29000"
"Kia Sportage GCC mid option accident free ori...","https://dubai.dubizzle.com/motors/used-cars/kia/sportage/2019/1/27/kia-sportage-gcc-mid-option-accident-free--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=341","Kia","Sportage","2015","83,000","36500"
"EXTREMELY CLEAN GCC VW TOUAREG 2011 LOW MILLA...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2019/1/24/extremely-clean-gcc-vw-touareg-2011-low-mi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=342","Volkswagen","Touareg","2011","120,000","39000"
"Hyundai sonata GCC full option with ponorama ...","https://dubai.dubizzle.com/motors/used-cars/hyundai/sonata/2019/1/26/hyundai-sonata-gcc-full-option-with-ponora-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=343","Hyundai","Sonata","2013","83,000","32500"
"Ford Mostang GT Premium V8 .. GCC... Under Wa...","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2019/1/23/ford-mostang-gt-v8-gcc-under-warranty-like-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=344","Ford","Mustang","2014","52,000","68000"
"Ford Expedition... Agency Mainteined... Perfe...","https://dubai.dubizzle.com/motors/used-cars/ford/expedition/2019/1/24/ford-expedition-2012-agency-mainteined-per-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=345","Ford","Expedition","2012","90,000","32000"
"Nissan Armada 2007 LE Model GCC Spec","https://dubai.dubizzle.com/motors/used-cars/nissan/armada/2018/11/19/nissan-armada-2007-model-gcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=346","Nissan","Armada","2007","120,000","19750"
"Toyota Camry 2015 Model GCC Spec Full Service...","https://dubai.dubizzle.com/motors/used-cars/toyota/camry/2018/11/19/toyota-camry-2015-model-gcc-spec-full-serv-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=347","Toyota","Camry","2015","74,000","47500"
"BMW X1 18I  2011 Model GCC Spec","https://dubai.dubizzle.com/motors/used-cars/bmw/1-series/2018/8/14/bmw-x1-18i-2011-model-gcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=348","BMW","1-Series","2011","88,000","34500"
"Mini Cooper S Coupe 2012 model GCC Spec","https://dubai.dubizzle.com/motors/used-cars/mini/mini-coupe/2018/9/26/mini-cooper-s-coupe-2012-model-gcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=349","MINI","Coupe","2012","62,000","36500"
"Volkswagen EOS TSI 2.0 2012 Model Hard Top Co...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/eos/2018/12/12/volkswagen-eos-tsi-20-2012-model-hard-top--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=350","Volkswagen","Eos","2012","118,000","29500"
"Alfa Romeo Giulietta  1.4 Turbo  Engine 2014 ...","https://dubai.dubizzle.com/motors/used-cars/alfa-romeo/giulietta/2018/10/19/alfa-romeo-giulietta-2014-model-gcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=351","Alfa Romeo","GIULIETTA","2014","84,000","41500"
"Kia Rio GCC full option with sunroof excellen...","https://dubai.dubizzle.com/motors/used-cars/kia/rio/2019/1/27/kia-rio-gcc-full-option-with-sunroof-excel-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=352","Kia","Rio","2013","108,000","21500"
"Camaro convertible SS top of the range with f...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/27/camaro-convertible-ss-top-of-the-range-wit-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=353","Chevrolet","Camaro","2012","119,000","55000"
"toyota prado TXl petrol 2.7","https://dubai.dubizzle.com/motors/used-cars/toyota/prado/2019/1/27/toyota-prado-txl-petrol-27-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=354","Toyota","Prado","2019","0","156000"
"toyota land cruiser v8 petrol 2019","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2019/1/27/toyota-land-cruiser-v8-petrol-2019-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=355","Toyota","Land Cruiser","2019","0","211000"
"Audi Q5 S-line Quattro V6 3.0T 2014 Model GCC...","https://dubai.dubizzle.com/motors/used-cars/audi/q5/2018/10/30/audi-q5-s-line-quattro-v6-30-turbocharged--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=356","Audi","Q5","2014","143,000","64500"
"Bentley Continental Flying Spur Speed W12 201...","https://dubai.dubizzle.com/motors/used-cars/bentley/continental-flying-spur/2018/10/25/bentley-continental-flying-spur-speed-w12--2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=357","Bentley","Continental Flying Spur","2010","45,000","189000"
"Mitsubishi Pajero 3.8L 2016 model GCC Specs F...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2019/1/8/mitsubishi-pajero-38l-2016-model-gcc-specs-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=358","Mitsubishi","Pajero","2016","72,000","67500"
"MAZDA CX-9 2010 LIMITED TOP RANGE REAR CAMERA","https://dubai.dubizzle.com/motors/used-cars/mazda/cx-9/2018/12/25/mazda-cx-9-2010-limited-top-range-rear-cam-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=359","Mazda","CX-9","2010","140,000","26500"
"MITSUBISHI LANCER 2012 GL 1.3 Ltr AL HABTOOR ...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/lancer/2018/12/29/mitsubishi-lancer-2012-gl-13-ltr-al-habtoo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=360","Mitsubishi","Lancer","2012","195,000","10500"
"MERCEDES SLK 200 2010 LADY DRIVEN GULF GCC SP...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/slk-class/2018/12/27/mercedes-slk-200-2010-only-69000-km-lady-d-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=361","Mercedes-Benz","SLK-Class","2010","69,000","35000"
"VERIFIED CAR! JEEP GRAND CHEROKEE OVERLAND 5....","https://dubai.dubizzle.com/motors/used-cars/jeep/grand-cherokee/2018/11/3/verified-car-jeep-grand-cherokee-2013-expa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=362","Jeep","Grand Cherokee","2013","146,000","55000"
"لكزس","https://dubai.dubizzle.com/motors/used-cars/lexus/ls-series/2018/12/13/%D9%84%D9%83%D8%B2%D8%B3-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE0&pos=363","Lexus","LS-Series","2001","210,000","21000"
"لكزس","https://dubai.dubizzle.com/motors/used-cars/lexus/lx-series/2018/10/7/%D9%84%D9%83%D8%B2%D8%B3-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=365","Lexus","LX-Series","2014","70,000","150000"
"CORVETTE C6 GCC Z06 BODY KIT ORGINAL CARBON F...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/corvette/2019/1/21/corvette-c6-gcc-modfaid-z06-body-kit-orgin-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=366","Chevrolet","Corvette","2006","190,000","46000"
"Golf gti club sport 65000","https://dubai.dubizzle.com/motors/used-cars/volkswagen/golf/2019/1/16/golf-gti-club-sport-67000-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=367","Volkswagen","Golf","2016","45,000","65000"
"FORD EXPLORER FOR IMMEDIATE SALE...!","https://dubai.dubizzle.com/motors/used-cars/ford/explorer/2018/12/30/ford-explorer-for-immediate-sale--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=368","Ford","Explorer","2013","200,000","30500"
"TOYOTA PRADO V6 FULL OPTION 2017 GCC 2,100 MO...","https://dubai.dubizzle.com/motors/used-cars/toyota/prado/2019/1/27/toyota-prado-vxr-40-v6-full-option-2017-gc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=369","Toyota","Prado","2017","52,000","138000"
"3 series in mint condition and GCc specs","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2019/1/24/european-expat-owned-outstanding-bmw-320i--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=370","BMW","3-Series","2008","165,000","24000"
"Nissan Patrol GCC 2012 sold","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/12/16/nissan-patrol-gcc-2012-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=371","Nissan","Patrol","2012","150,000","67000"
"تويوتا فورجنر 2017 اسود الداخل زعفران VXR بدو...","https://dubai.dubizzle.com/motors/used-cars/toyota/fortuner/2018/12/25/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%81%D9%88%D8%B1%D8%AC%D9%86%D8%B1-2017-%D8%A7%D8%B3%D9%88%D8%AF-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84-%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86-vxr--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=372","Toyota","Fortuner","2017","35,000","107000"
"نيسان باترول 2018 بلاتنيوم محرك صغير 6سلندر ف...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/27/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84-2018-%D8%A8%D9%84%D8%A7%D8%AA%D9%86%D9%8A%D9%88%D9%85-%D9%85%D8%AD%D8%B1%D9%83-%D8%B5%D8%BA%D9%8A%D8%B1-6%D8%B3%D9%84%D9%86%D8%AF-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=373","Nissan","Patrol","2018","69,000","179000"
"Mini Countryman S 2017 GCC","https://dubai.dubizzle.com/motors/used-cars/mini/countryman/2018/12/24/mini-countryman-s-2017-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=374","MINI","Countryman","2017","34,000","129000"
"SUZUKI JIMNY 2019 0 KM","https://dubai.dubizzle.com/motors/used-cars/suzuki/jimny/2019/1/3/suzuki-jimny-2019-0-km-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=375","Suzuki","Jimny","2019","0","89000"
"0567779562.WARRANTY.2/2020.Limited N.1.ORIGIN...","https://dubai.dubizzle.com/motors/used-cars/ford/taurus/2018/12/29/warranty22020limited-n1original-paintgcc-s-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=376","Ford","Taurus","2012","190,000","29500"
"BEAUTIFUL LIKE NEW BMW 525i !! FRESH JAPAN IM...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/27/beautiful-like-new-bmw-525i-fresh-japan-im-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=377","BMW","5-Series","2005","76,000","29500"
"BMW 530 GCC FULL OPTION-2017","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/13/bmw-530-gcc-full-option-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=378","BMW","5-Series","2017","17,000","168000"
"MERCEDES E230 1998, GCC,ACCIDENT FREE,WELL MA...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2018/12/5/mercedes-e-230-1998-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=379","Mercedes-Benz","E-Class","1998","175,000","9500"
"Amazing Ford EDGE//GCC//Limited (The highest ...","https://dubai.dubizzle.com/motors/used-cars/ford/edge/2019/1/21/amazing-ford-edgegcclimited-the-highest-op-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=380","Ford","Edge","2012","180,000","29500"
"Range Rover HSE 2014 lowe mileage 49,000 unde...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover/2018/11/30/range-rover-hse-2014-lowe-mileage-49-000-u-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=381","Land Rover","Range Rover","2014","48,000","229000"
"Toyota Fortuner 4.0 V6 Full Option","https://dubai.dubizzle.com/motors/used-cars/toyota/fortuner/2019/1/27/toyota-fortuner-40-v6-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=382","Toyota","Fortuner","2018","15,000","125000"
"Under Warranty- Porsch Cayanne 2014- Top of t...","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2019/1/18/under-warranty-porsch-cayanne-2014-top-of--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=383","Porsche","Cayenne","2014","99,000","107000"
"ONLY 875  MONTHLY NISSAN X TRAIL UNLIMITED KM...","https://dubai.dubizzle.com/motors/used-cars/nissan/x-trail/2018/12/29/only-930-monthly-nissan-x-trail-unlimited--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=384","Nissan","X-Trail","2015","64,200","55950"
"MERCEDES C300 2015 AMG KIT IN GREAT CONDITION","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/3/mercedes-c300-2015-amg-kit-in-great-condit-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=385","Mercedes-Benz","C-Class","2015","27,000","88000"
"Nissan Sentra 2015 GCC very good condetion","https://dubai.dubizzle.com/motors/used-cars/nissan/sentra/2019/1/23/nissan-sentra-2015-gcc-very-good-condetion-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=386","Nissan","Sentra","2015","119,000","19000"
"*EXCELLENT ATTRACTIVE* PAY626 X60 MONTH{BUY N...","https://dubai.dubizzle.com/motors/used-cars/nissan/juke/2017/11/7/nissan-juke-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=387","Nissan","Juke","2014","79,000","39950"
"ONLY 780 MONTHLY SL FULL OPTION GCC  KEY LESS...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2018/9/4/2016-full-option-gcc-2015-altima-sl-sunroo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=388","Nissan","Altima","2015","116,000","49950"
"MERCEDES E 300 2017 AMG63 KIT IN GREAT CONDIT...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2019/1/19/mercedes-e-300-2017-amg63-kit-in-great-con-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE1&pos=389","Mercedes-Benz","E-Class","2017","21,000","152000"
"Ford Edge 2012 with full service history","https://dubai.dubizzle.com/motors/used-cars/ford/edge/2019/1/22/ford-edge-2012-with-full-service-history-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE2&pos=391","Ford","Edge","2012","122,000","29000"
"Infinti fx 35 2009 perfect condition","https://dubai.dubizzle.com/motors/used-cars/infiniti/fx45fx35/2018/10/11/infinti-fx-35-2009-perfect-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE2&pos=392","Infiniti","FX45/FX35","2009","237,000","39000"
"BMW 435 i Coupe Sport M - Perfect condition -...","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2019/1/22/bmw-435i-coupe-sport-m-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE2&pos=393","BMW","4-Series","2015","81,000","109000"
"Cadillac CTS-V 2011 Gcc specs","https://dubai.dubizzle.com/motors/used-cars/cadillac/ctscatera/2019/1/21/cadillac-cts-v-2011-gcc-specs-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE2&pos=394","Cadillac","CTS/Catera","2011","79,000","70000"
"VERIFIED CAR! CADILLAC ATS 2014 - WARRANTY TI...","https://dubai.dubizzle.com/motors/used-cars/cadillac/ats/2018/11/3/verified-car-cadillac-ats-2014-warranty-ti-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDE2&pos=395","Cadillac","ATS","2014","93,000","62000"
